TFBS_chr	TFBS_start	TFBS_end	TFBS_strand	TFBS_score	98JKPD8_LumA_score	ANAB5F7_Basal_score	S6R691V_Her2_score	PU24GB8_LumB_score	2GAMBDQ_Normal-like_score
chr13	18875702	18875712	-	7.38106	0.01352	0.008	0.01133	0.02114	0.01984
chr13	19863628	19863638	-	8.03146	1.951	1.83385	2.00868	2.12757	2.13411
chr13	20728079	20728089	-	8.11756	0.01632	0.00977	0.0155	0.01394	0.01814
chr13	21297447	21297457	-	8.61959	0.07226	0.05268	0.05909	0.05397	0.0404
chr13	22965594	22965604	+	8.97485	0.02727	0.01449	0.02566	0.01855	0.02679
chr13	23375635	23375645	-	8.06478	0.8398	0.79182	0.82154	0.98772	1.10518
chr13	23948955	23948965	-	7.38191	0.02735	0.05135	0.05034	0.02156	0.03229
chr13	24561054	24561064	+	7.6497	0.01731	0.01111	0.01686	0.01191	0.01941
chr13	25737921	25737931	-	8.06478	0.02199	0.01356	0.02845	0.02423	0.01984
chr13	26482204	26482214	-	7.38191	0.01138	0.02111	0.01841	0.01829	0.015
chr13	28820231	28820241	-	8.15174	0.04055	0.02411	0.04015	0.02956	0.03693
chr13	29457071	29457081	+	7.46801	0.01383	0.01968	0.02043	0.00921	0.01794
chr13	29901746	29901756	+	9.71187	0.01245	0.00783	0.01988	0.01222	0.02157
chr13	30833092	30833102	+	9.24401	0.20965	0.5076	0.28801	0.18866	0.68081
chr13	30970769	30970779	-	7.81645	0.078	0.06441	0.07821	0.09015	0.11007
chr13	33682177	33682187	-	8.56029	0.01863	0.01124	0.01681	0.02191	0.02436
chr13	34017404	34017414	-	8.61959	0.03678	0.03821	0.07568	0.04787	0.06503
chr13	37060447	37060457	+	7.70952	0.0276	0.02289	0.03683	0.03176	0.024
chr13	40188505	40188515	+	8.29113	0.01378	0.0137	0.01391	0.01306	0.01147
chr13	40465158	40465168	-	8.11756	0.02614	0.01702	0.01941	0.0195	0.04675
chr13	41136711	41136721	+	8.06478	0.01588	0.02975	0.03098	0.01441	0.02155
chr13	44336972	44336982	-	8.61959	0.02283	0.03686	0.06308	0.03203	0.03715
chr13	44414925	44414935	-	8.88875	0.01837	0.01956	0.04209	0.01892	0.01868
chr13	46352790	46352800	+	8.03146	0.01987	0.01998	0.01445	0.01137	0.02023
chr13	47718848	47718858	+	7.79562	0.01228	0.01515	0.00951	0.00789	0.02153
chr13	48233038	48233048	-	7.99866	0.23016	0.28946	0.32703	0.24501	0.30348
chr13	48304126	48304136	+	7.38106	0.27884	0.21381	0.24813	0.23317	0.31108
chr13	51627029	51627039	+	7.46801	0.02639	0.16109	0.07371	0.04044	0.04614
chr13	52205022	52205032	+	7.88258	0.02148	0.0121	0.01486	0.01998	0.02098
chr13	54555683	54555693	-	7.93587	0.01102	0.01034	0.01237	0.00942	0.01171
chr13	56735632	56735642	-	7.6497	0.01552	0.03351	0.02845	0.01921	0.02258
chr13	68524344	68524354	+	7.46801	0.01339	0.01446	0.01554	0.01911	0.02015
chr13	75490129	75490139	-	8.20503	0.05521	0.0511	0.05178	0.0619	0.06631
chr13	75636089	75636099	+	7.46801	0.11873	0.19917	0.08594	0.1028	0.14469
chr13	82766979	82766989	-	9.71187	0.00733	0.01139	0.00702	0.00775	0.0095
chr13	86792629	86792639	+	7.46801	0.01524	0.01267	0.01319	0.02437	0.02161
chr13	94713733	94713743	+	7.38191	0.01647	0.01827	0.0181	0.01763	0.0205
chr13	95931785	95931795	+	8.56029	0.02057	0.0128	0.01539	0.01764	0.02116
chr13	96091772	96091782	-	8.29113	0.07096	0.05421	0.06981	0.04366	0.07186
chr13	98143771	98143781	-	8.56029	0.10666	0.06991	0.0533	0.07223	0.05821
chr13	98576863	98576873	+	7.6497	0.12647	0.10577	0.08995	0.09856	0.11625
chr13	98742314	98742324	-	7.93587	0.02056	0.01469	0.02054	0.01437	0.02038
chr13	98752486	98752496	-	8.29113	0.02119	0.02689	0.01577	0.01459	0.02716
chr13	98762188	98762198	+	8.97485	0.01555	0.02303	0.01302	0.02114	0.01551
chr13	106916430	106916440	-	7.79562	0.35448	0.41258	0.38045	0.42665	0.32588
chr13	109332621	109332631	-	8.06478	0.0112	0.01535	0.01403	0.01104	0.01255
chr13	110006009	110006019	+	8.8018	0.02623	0.04097	0.02932	0.02762	0.03016
chr13	110182174	110182184	-	7.46801	0.01789	0.01853	0.00931	0.01679	0.01939
chr13	110525062	110525072	+	8.29113	0.11427	0.05794	0.09542	0.06718	0.12322
chr13	110626030	110626040	+	8.56029	0.31139	0.10092	0.12969	0.16246	0.18753
chr13	111123856	111123866	-	8.15174	0.43198	0.45016	0.49569	0.46408	0.42461
chr13	112067168	112067178	+	7.40189	0.01472	0.01222	0.01211	0.01708	0.01818
chr13	112103308	112103318	+	8.88875	0.01107	0.01033	0.01096	0.01115	0.01553
chr13	112164537	112164547	-	7.38054	0.02472	0.0199	0.01925	0.02329	0.01859
chr13	112176957	112176967	+	8.29113	0.01736	0.02878	0.01075	0.01663	0.01546
chr13	112356351	112356361	-	8.20366	0.01245	0.0294	0.01315	0.01229	0.02333
chr13	112894061	112894071	-	7.46801	0.15589	0.14076	0.09977	0.13833	0.11166
chr13	113184739	113184749	+	8.15174	0.02299	0.02242	0.03023	0.0263	0.02342
chr13	113209931	113209941	-	7.40189	0.19843	0.17708	0.18325	0.17799	0.19844
chr13	113247087	113247097	+	7.97816	0.01502	0.01396	0.0162	0.01233	0.0132
chr13	113326019	113326029	-	7.38054	0.06752	0.03463	0.05135	0.05652	0.04619
chr13	113962332	113962342	+	7.46801	0.01921	0.02221	0.01435	0.01847	0.02022
chr13	114035700	114035710	-	8.20503	0.12811	0.12571	0.15591	0.12363	0.19596
chr13	114281862	114281872	+	8.88875	1.9713	1.94271	1.77341	1.95316	1.93513
chr13	114281982	114281992	-	7.46801	0.48602	0.70762	0.48926	0.59145	0.54037
chr14	18333419	18333429	-	9.79797	0	0	0	0	0
chr14	18334009	18334019	+	7.46801	0	0	0	0	0
chr14	18644599	18644609	-	8.29113	0	0	0	0	0
chr14	21437585	21437595	-	8.38672	0.29557	0.30336	0.26215	0.29639	0.2658
chr14	22812937	22812947	+	8.97485	0.01541	0.01692	0.01609	0.01644	0.02119
chr14	23898301	23898311	-	7.81645	0.03031	0.02036	0.02937	0.03216	0.03187
chr14	24263264	24263274	+	7.93587	0.02566	0.05239	0.03573	0.03322	0.02201
chr14	24473176	24473186	+	8.22501	0.01207	0.00888	0.01661	0.01272	0.02166
chr14	27845382	27845392	-	7.6497	0.01474	0.0305	0.02166	0.02909	0.02528
chr14	28768002	28768012	-	8.22501	0.0072	0.00878	0.00802	0.01187	0.02351
chr14	30337749	30337759	-	7.38106	0.00621	0.01927	0.00677	0.0096	0.01265
chr14	30547879	30547889	-	8.8879	0.01828	0.01507	0.0176	0.02113	0.01944
chr14	31244124	31244134	+	7.46801	0.01277	0.17533	0.03696	0.03222	0.01688
chr14	33800697	33800707	+	8.97485	0.02316	0.01415	0.0174	0.01698	0.02366
chr14	34362400	34362410	+	7.79647	0.02556	0.02219	0.03184	0.03332	0.01802
chr14	35405347	35405357	-	8.97485	0.15186	0.14316	0.13853	0.18033	0.14184
chr14	37583674	37583684	-	8.56029	0.22148	0.04615	0.22107	0.24249	0.14407
chr14	44297027	44297037	-	7.46801	0.0121	0.01467	0.01991	0.019	0.01981
chr14	45281979	45281989	-	7.81645	0.01352	0.01757	0.02932	0.02604	0.01763
chr14	46402058	46402068	+	7.38054	0.00961	0.00662	0.00946	0.01104	0.01876
chr14	47626566	47626576	+	8.8879	0.01493	0.16583	0.07243	0.03452	0.01997
chr14	49635548	49635558	+	8.61959	0.20063	0.20343	0.17935	0.20327	0.13862
chr14	49945658	49945668	+	8.70569	0.04162	0.03317	0.06038	0.04414	0.02641
chr14	50026584	50026594	+	8.61959	0.03913	0.049	0.0284	0.02348	0.0405
chr14	51094009	51094019	-	7.79647	0.05226	0.17293	0.04871	0.10315	0.09058
chr14	51752203	51752213	-	7.38054	0.31095	0.36079	0.30691	0.3188	0.31928
chr14	52167126	52167136	+	7.38191	0.01091	0.01444	0.01527	0.01761	0.01645
chr14	54440953	54440963	+	8.38672	0.46196	0.43304	0.37163	0.42888	0.50766
chr14	55839531	55839541	-	7.6497	0.01749	0.01108	0.01564	0.01603	0.02291
chr14	56118896	56118906	-	8.7485	0.10321	0.07001	0.06296	0.09992	0.16125
chr14	56686795	56686805	+	8.70569	0.02085	0.06294	0.01563	0.03346	0.02632
chr14	58200084	58200094	+	7.40189	0.65598	0.54988	0.58325	0.64598	0.6701
chr14	64658201	64658211	-	7.6497	0.0243	0.0513	0.03118	0.02375	0.02213
chr14	64972105	64972115	+	7.46801	0.10292	0.07768	0.08465	0.08651	0.12584
chr14	67427065	67427075	-	8.13754	0.07109	0.06036	0.06324	0.07103	0.09176
chr14	68518384	68518394	+	9.79797	0.02536	0.02818	0.02172	0.02259	0.02794
chr14	68599589	68599599	-	8.06478	0.02543	0.03753	0.02927	0.02232	0.03871
chr14	68628558	68628568	+	8.22501	0.16283	0.31354	0.11985	0.10565	0.16689
chr14	70188490	70188500	-	7.46801	0.03138	0.01244	0.018	0.01847	0.01764
chr14	72701369	72701379	+	8.06478	0.00889	0.01287	0.01399	0.00962	0.01587
chr14	72804233	72804243	-	7.79562	0.01917	0.13975	0.01889	0.03639	0.05375
chr14	72929758	72929768	+	9.24401	0.0224	0.12052	0.06455	0.03509	0.02168
chr14	73490970	73490980	-	8.97485	1.07935	0.95366	0.97079	1.0449	1.00504
chr14	73759117	73759127	+	8.47282	0.30787	0.20708	0.22936	0.23755	0.20784
chr14	74956109	74956119	+	8.16037	0.02258	0.03097	0.02282	0.02219	0.02752
chr14	77321121	77321131	+	8.20503	0.48561	0.37904	0.46807	0.42615	0.41384
chr14	77604107	77604117	-	8.7485	0.02712	0.01915	0.04036	0.02166	0.0186
chr14	81669060	81669070	+	7.6497	0.01379	0.01063	0.01623	0.01511	0.02099
chr14	81829434	81829444	-	7.46801	0.02086	0.01783	0.02018	0.02263	0.03396
chr14	85352854	85352864	+	8.06478	0.02727	0.02603	0.01803	0.0284	0.03929
chr14	88061339	88061349	+	7.46801	0.01189	0.0106	0.00814	0.01388	0.01292
chr14	89409463	89409473	-	7.38191	0.02609	0.05461	0.01751	0.0166	0.04544
chr14	90060610	90060620	-	7.38191	0.1572	0.13113	0.08286	0.10974	0.11533
chr14	90061762	90061772	+	8.11756	0.18529	0.15109	0.16056	0.2131	0.1497
chr14	90274060	90274070	+	7.81645	0.0383	0.02888	0.04105	0.03646	0.0339
chr14	90512677	90512687	-	8.29113	0.08876	0.06479	0.11971	0.06229	0.09169
chr14	91264608	91264618	+	8.56029	0.08563	0.05088	0.06456	0.10106	0.08689
chr14	91372966	91372976	+	8.63957	0.09264	0.06349	0.10729	0.07943	0.04965
chr14	93006687	93006697	+	8.70569	0.02842	0.07828	0.0254	0.01895	0.02279
chr14	96632167	96632177	-	8.29113	0.01969	0.01063	0.01346	0.02615	0.02081
chr14	98907237	98907247	+	8.16037	0.02568	0.0565	0.03268	0.01325	0.04098
chr14	99320308	99320318	+	7.46801	0.02652	0.0507	0.05616	0.04099	0.04628
chr14	100151424	100151434	+	8.82178	0.16341	0.08075	0.13176	0.10865	0.10742
chr14	100178073	100178083	-	8.22501	0.02669	0.02784	0.03333	0.03341	0.03539
chr14	100208507	100208517	+	7.38191	0.03091	0.01815	0.0363	0.02842	0.03179
chr14	100654892	100654902	+	9.24401	0.04211	0.05209	0.03385	0.04566	0.04521
chr14	101507141	101507151	-	7.46801	0.03179	0.02383	0.0259	0.04613	0.02951
chr14	101781761	101781771	-	9.07044	0.08405	0.12272	0.06637	0.07576	0.08837
chr14	102215543	102215553	-	7.97816	0.02359	0.01825	0.02767	0.01745	0.01681
chr14	103192852	103192862	-	8.06478	0.02202	0.02315	0.0312	0.02859	0.02365
chr14	104131284	104131294	+	7.93587	0.02598	0.02912	0.03617	0.01919	0.03091
chr14	104138317	104138327	+	9.15654	0.14019	0.12719	0.1765	0.08362	0.08533
chr14	104753122	104753132	+	9.24401	1.1859	1.10415	1.29961	1.15503	1.1966
chr14	104836290	104836300	-	7.99866	0.02678	0.01848	0.03099	0.01832	0.02773
chr14	104895897	104895907	-	8.20503	0.09459	0.18075	0.14698	0.18424	0.21905
chr14	105076902	105076912	-	8.97485	0.02794	0.02701	0.03028	0.0364	0.03675
chr14	105661460	105661470	-	7.46801	0.02745	0.01883	0.0414	0.046	0.02263
chr14	105673110	105673120	-	10.75085	0.04413	0.01631	0.06904	0.08982	0.02873
chr14	105868173	105868183	+	7.88258	0.01975	0.01624	0.02038	0.02462	0.02253
chr14	106335014	106335024	-	7.93587	0	0	0	0	0
chr15	20295054	20295064	+	8.47282	0	0	0	0	0
chr15	22786288	22786298	-	7.46801	0.2636	0.19233	0.20494	0.27755	0.23559
chr15	23039543	23039553	-	8.38672	0.61912	0.67263	0.5201	0.66735	0.65138
chr15	23687310	23687320	-	7.6497	0.03593	0.01244	0.03076	0.03322	0.06246
chr15	26831528	26831538	+	7.6497	0.01357	0.01046	0.0123	0.01434	0.01911
chr15	26867535	26867545	+	9.24401	0.0118	0.02478	0.01032	0.01508	0.02275
chr15	28788874	28788884	-	7.38106	0.02227	0.02147	0.01697	0.02293	0.03231
chr15	30471588	30471598	+	8.11756	0	0	0	0	0
chr15	30801790	30801800	-	7.38106	0.01203	0.01472	0.01468	0.01525	0.02369
chr15	31200333	31200343	+	8.70569	0.0239	0.01496	0.01803	0.02733	0.02998
chr15	31327403	31327413	+	9.15706	0.15003	0.10837	0.09124	0.16954	0.15347
chr15	32168215	32168225	+	8.97485	0	0	0	0	0
chr15	32615461	32615471	-	9.89356	0	0	0	0	0
chr15	34136798	34136808	+	8.06478	0.01276	0.01059	0.00873	0.01224	0.01113
chr15	34514557	34514567	+	8.29113	0.06622	0.07006	0.06776	0.05502	0.1292
chr15	35446335	35446345	-	7.93587	0.01165	0.00792	0.01263	0.01361	0.01808
chr15	38983794	38983804	+	8.29113	0.01675	0.01083	0.02062	0.02093	0.01578
chr15	39580933	39580943	-	10.75085	0.91113	0.46611	0.64371	0.94588	0.82326
chr15	39976874	39976884	-	8.7485	0.19944	0.13621	0.16688	0.18361	0.25085
chr15	40029143	40029153	-	7.84977	0.01658	0.00766	0.01209	0.012	0.02135
chr15	40421815	40421825	-	9.89356	0.14715	0.09968	0.11332	0.11437	0.11516
chr15	40470658	40470668	-	7.46801	0.17464	0.14993	0.09429	0.19262	0.13815
chr15	41493828	41493838	-	7.46801	0.18501	0.21392	0.15746	0.22343	0.1843
chr15	41520719	41520729	+	7.46801	0.01468	0.02166	0.02225	0.02344	0.02711
chr15	45704931	45704941	-	8.29113	0.05275	0.03569	0.04074	0.05886	0.06146
chr15	45705105	45705115	-	8.29113	0.1508	0.14064	0.15874	0.16805	0.15104
chr15	45832182	45832192	-	8.06478	0.01755	0.01641	0.0218	0.02231	0.02931
chr15	51737331	51737341	-	7.40189	0.18567	0.13929	0.11687	0.1305	0.12763
chr15	52281329	52281339	-	7.46801	0.83237	0.08608	0.56568	0.51563	0.40861
chr15	52491515	52491525	-	7.38106	0.02564	0.01307	0.02062	0.02989	0.03054
chr15	55993732	55993742	+	7.93587	0.6878	0.59203	0.57438	0.69554	0.63905
chr15	59438258	59438268	-	7.40189	0.06884	0.07364	0.05034	0.07988	0.10143
chr15	59556771	59556781	-	7.5636	0.01645	0.00866	0.01749	0.00942	0.01768
chr15	60840638	60840648	-	7.95585	0.03593	0.01464	0.02022	0.01695	0.02307
chr15	65517346	65517356	-	7.40189	0.59188	0.43109	0.54736	0.53945	0.51567
chr15	65562006	65562016	+	8.56029	0.10436	0.04802	0.20975	0.10814	0.17644
chr15	66060040	66060050	+	8.29113	0.02745	0.00757	0.00894	0.01615	0.01701
chr15	66140414	66140424	-	9.79797	0.01248	0.0337	0.00708	0.00563	0.01073
chr15	68229749	68229759	+	7.46801	1.98919	1.42412	1.13252	1.42051	1.36289
chr15	68328133	68328143	+	8.20503	0.01263	0.01101	0.00802	0.01005	0.01057
chr15	68367450	68367460	-	7.46801	0.06355	0.04276	0.06307	0.0272	0.03951
chr15	70200634	70200644	-	7.46801	0.10984	0.03525	0.02973	0.05775	0.05367
chr15	70452365	70452375	-	7.46801	0.1247	0.02599	0.05894	0.08815	0.27052
chr15	70812435	70812445	+	7.38054	0.02502	0.03271	0.01796	0.02605	0.0338
chr15	72184571	72184581	-	9.24401	0.12534	0.09844	0.08025	0.06285	0.08785
chr15	72197350	72197360	+	7.38054	0.06497	0.07619	0.03997	0.03518	0.03947
chr15	72967563	72967573	+	7.84977	0.03859	0.01398	0.02085	0.02815	0.02037
chr15	74696055	74696065	+	9.73185	0.48948	0.34889	0.29993	0.40498	0.44728
chr15	75578103	75578113	-	8.7485	0.13158	0.09656	0.07781	0.09901	0.07845
chr15	75640431	75640441	-	8.47282	0.75346	0.69721	0.6283	0.61967	0.61024
chr15	76916550	76916560	-	7.46801	0.03262	0.07193	0.0211	0.01909	0.02649
chr15	77895043	77895053	-	9.79797	0.02368	0.05639	0.01542	0.01699	0.02162
chr15	77904401	77904411	+	7.46801	0.02892	0.0144	0.02171	0.02079	0.02491
chr15	78264796	78264806	+	8.20503	0.16945	0.08758	0.11309	0.12206	0.11107
chr15	78873452	78873462	-	7.40189	0.35783	0.26982	0.27003	0.1916	0.19786
chr15	80016544	80016554	-	7.5636	0.0234	0.01453	0.01634	0.01432	0.0264
chr15	80060222	80060232	-	8.29113	0.20819	0.13593	0.17798	0.16513	0.12011
chr15	80176587	80176597	-	7.70952	0.16708	0.15933	0.1795	0.12552	0.12685
chr15	80251788	80251798	-	7.99866	0.01574	0.02145	0.01917	0.01801	0.02445
chr15	81324208	81324218	-	8.20503	1.05136	1.15579	1.13031	1.04621	0.98091
chr15	82647784	82647794	-	7.6497	0.05416	0.03257	0.03675	0.04761	0.0559
chr15	82709857	82709867	-	7.6497	0.33463	0.33948	0.262	0.24592	0.25194
chr15	82765973	82765983	-	7.46801	0.01368	0.01268	0.0143	0.01252	0.019
chr15	83285018	83285028	+	8.80128	0.01308	0.02018	0.01326	0.00894	0.01872
chr15	84803881	84803891	-	7.97816	0.03037	0.08998	0.0605	0.03988	0.03992
chr15	85794775	85794785	-	7.38106	0.2993	0.28329	0.21276	0.25618	0.22751
chr15	88247142	88247152	-	8.20366	0.04951	0.04644	0.02189	0.03527	0.03435
chr15	88803940	88803950	+	8.15174	0.01008	0.01795	0.01328	0.01496	0.02252
chr15	89129627	89129637	-	7.88258	0.06734	0.04623	0.08235	0.08152	0.06168
chr15	89200314	89200324	+	7.46801	0.02401	0.03407	0.02517	0.04026	0.02273
chr15	89750617	89750627	+	7.38106	0.14012	0.19909	0.17576	0.13339	0.16628
chr15	89917417	89917427	+	7.97868	0.02393	0.02626	0.04642	0.03056	0.0297
chr15	90201477	90201487	+	7.7295	0.41301	0.43127	0.43458	0.37694	0.35197
chr15	90666306	90666316	+	7.46801	0.04851	0.05402	0.03522	0.0277	0.06064
chr15	90830326	90830336	-	8.38672	0.03716	0.04849	0.03326	0.03564	0.06128
chr15	93899972	93899982	+	8.56029	0.01166	0.10192	0.01787	0.01501	0.0133
chr15	98083352	98083362	-	8.8018	0.06052	0.01455	0.01981	0.0153	0.01859
chr15	98738613	98738623	-	7.79562	0.0812	0.01438	0.02584	0.02351	0.02651
chr15	101150106	101150116	+	8.88875	0.01827	0.01408	0.01748	0.01807	0.02443
chr15	101174699	101174709	+	8.15174	0.03066	0.02963	0.02443	0.02613	0.03627
chr15	101980186	101980196	+	7.99866	0	0	0	0	0
chr15	101980242	101980252	-	7.40189	0	0	0	0	0
chr16	353334	353344	+	8.15174	0.27097	0.18292	0.29328	0.24325	0.22133
chr16	721152	721162	-	8.13754	1.01327	0.60645	0.76954	1.04551	0.76623
chr16	763644	763654	-	8.15174	0.02632	0.02964	0.03217	0.0432	0.02468
chr16	849001	849011	-	8.11756	0.01943	0.01751	0.02303	0.02564	0.0236
chr16	1073391	1073401	+	7.5636	0.01893	0.01266	0.0188	0.08428	0.02473
chr16	1225133	1225143	-	8.61959	0.0576	0.01781	0.04964	0.06534	0.02869
chr16	1309656	1309666	-	7.6497	0.28268	0.24436	0.23778	0.41242	0.29652
chr16	1601587	1601597	+	7.97731	0.03959	0.01384	0.02658	0.04291	0.03017
chr16	1826538	1826548	-	8.56029	0.26186	0.26772	0.23191	0.36854	0.21986
chr16	2991996	2992006	+	8.61959	0.04678	0.06373	0.05941	0.04845	0.09081
chr16	3023746	3023756	-	9.57162	0.36362	0.43674	0.40054	0.4082	0.40554
chr16	3254651	3254661	-	7.46801	0.0252	0.01606	0.02395	0.02768	0.0286
chr16	4116618	4116628	-	7.46801	0.50771	0.51493	0.41089	0.66161	0.46296
chr16	4184000	4184010	+	9.24401	1.18617	0.85661	0.90505	1.29239	1.08973
chr16	4207051	4207061	-	7.38106	0.01487	0.01942	0.01615	0.02065	0.0152
chr16	4768736	4768746	-	7.46801	1.02971	0.96396	0.84332	1.02022	0.99647
chr16	4945545	4945555	+	7.81645	0.08624	0.12158	0.08007	0.07417	0.08898
chr16	8104443	8104453	+	8.06478	0.01284	0.00917	0.01387	0.01426	0.01521
chr16	8674646	8674656	+	9.84078	0.62444	0.45666	0.56042	0.59691	0.57432
chr16	8687294	8687304	+	7.97731	0.03854	0.01681	0.03205	0.0457	0.02231
chr16	8964503	8964513	+	8.15174	0.10277	0.11822	0.07352	0.10447	0.06066
chr16	10308906	10308916	-	8.03146	0.01904	0.05337	0.00992	0.01164	0.02912
chr16	10891654	10891664	+	8.06478	0.01779	0.02456	0.01602	0.02147	0.01677
chr16	11009570	11009580	+	9.79797	0.01254	0.05439	0.01616	0.01997	0.0348
chr16	11291146	11291156	-	8.61959	0.01707	0.01647	0.01916	0.01575	0.01539
chr16	11335222	11335232	-	8.06478	0.02163	0.04871	0.04203	0.03287	0.02178
chr16	11348242	11348252	+	7.93587	0.02174	0.06074	0.04616	0.0287	0.01937
chr16	15633411	15633421	+	7.97868	0.03898	0.0258	0.02748	0.03452	0.03644
chr16	17470647	17470657	-	8.15174	0.05243	0.05172	0.02522	0.0474	0.04468
chr16	18946436	18946446	+	7.93587	0.0813	0.06205	0.05623	0.07897	0.04673
chr16	19029854	19029864	+	10.75085	0.01207	0.00959	0.01876	0.01573	0.01489
chr16	19197176	19197186	-	8.11756	0.04174	0.05398	0.03961	0.0394	0.0594
chr16	20989989	20989999	+	7.6497	0.01536	0.01692	0.01519	0.01839	0.02211
chr16	22321744	22321754	-	8.80128	0.05587	0.04377	0.06536	0.05469	0.03842
chr16	25952286	25952296	+	7.79647	0.00855	0.00877	0.01033	0.01045	0.01374
chr16	28145449	28145459	+	8.70569	0.01329	0.01197	0.00974	0.01033	0.01706
chr16	28448989	28448999	+	7.7295	0.01941	0.01691	0.02072	0.02738	0.01839
chr16	28503661	28503671	-	8.29113	0.03573	0.03966	0.07	0.06686	0.05343
chr16	29259962	29259972	-	7.79647	0.05447	0.04138	0.07449	0.05361	0.05747
chr16	29836769	29836779	-	7.95585	0.02543	0.02066	0.03117	0.03354	0.02795
chr16	29841494	29841504	-	8.90873	0.02029	0.02294	0.02736	0.02584	0.02059
chr16	30004234	30004244	-	9.79797	0.02617	0.0262	0.03963	0.0356	0.03877
chr16	30066217	30066227	+	7.38106	0.22508	0.14605	0.28597	0.23616	0.16709
chr16	30761665	30761675	-	8.29113	0.23168	0.16465	0.16369	0.25113	0.15526
chr16	33027279	33027289	+	7.6497	0.01713	0.00883	0.0133	0.0175	0.02244
chr16	34803905	34803915	-	7.6497	0.01351	0.01407	0.0147	0.02597	0.01865
chr16	35352706	35352716	+	7.95585	0.01111	0.00751	0.0094	0.01251	0.01896
chr16	49620548	49620558	-	7.46801	0.02681	0.01847	0.03279	0.03482	0.05807
chr16	50065864	50065874	-	7.46801	0.68516	0.72399	0.74387	0.82606	0.67487
chr16	50259954	50259964	-	8.29113	0.01993	0.01531	0.02626	0.02748	0.02034
chr16	50314219	50314229	-	8.90873	0.02206	0.0313	0.03002	0.02926	0.02471
chr16	52546977	52546987	-	7.6497	0.05923	0.02665	0.03787	0.06379	0.05491
chr16	55056847	55056857	-	8.20503	0.01711	0.02793	0.01725	0.01576	0.02864
chr16	55277584	55277594	+	7.7295	0.01511	0.01776	0.01725	0.01339	0.01195
chr16	56306633	56306643	+	7.93587	0.01866	0.01197	0.02151	0.02353	0.01511
chr16	56536132	56536142	+	8.20503	0.01094	0.00626	0.00757	0.01102	0.02406
chr16	57092295	57092305	+	10.06713	0.06493	0.10492	0.06375	0.0813	0.08658
chr16	57619618	57619628	-	8.29113	0.31162	0.51661	0.29505	0.27698	0.23061
chr16	57835852	57835862	+	7.84977	0.01518	0.00691	0.00864	0.01856	0.01478
chr16	58001344	58001354	-	8.97485	0.87352	1.10187	1.03605	0.87281	0.90532
chr16	58487858	58487868	-	8.82178	0.12482	0.18433	0.13441	0.1115	0.11039
chr16	68491061	68491071	+	9.57162	0.05437	0.04757	0.03612	0.04471	0.03823
chr16	68737508	68737518	-	8.56029	0.14909	0.17386	0.12355	0.12302	0.11738
chr16	69016898	69016908	-	7.89121	0.01165	0.01435	0.01854	0.01841	0.01526
chr16	70114310	70114320	-	8.97485	0.69129	0.70227	0.49728	0.59377	0.71988
chr16	70162730	70162740	-	8.29113	0.02804	0.02151	0.02278	0.0747	0.03743
chr16	72664431	72664441	+	8.03146	0.05713	0.07153	0.03895	0.04143	0.0624
chr16	74407760	74407770	-	7.79647	0.02282	0.02501	0.01887	0.02153	0.02489
chr16	75265484	75265494	+	8.97485	0.07146	0.06892	0.04975	0.04968	0.06087
chr16	78987708	78987718	-	8.03146	0.01687	0.0227	0.00819	0.01706	0.03358
chr16	79592384	79592394	+	7.46801	0.01893	0.01767	0.01603	0.02396	0.0245
chr16	80244366	80244376	+	7.93587	0.00812	0.01239	0.00657	0.0076	0.01277
chr16	80570495	80570505	-	8.11756	0.01826	0.00928	0.01284	0.01068	0.01729
chr16	80900021	80900031	+	7.79562	0.04914	0.03873	0.04266	0.04329	0.04923
chr16	81697985	81697995	-	8.15174	0.04448	0.03449	0.04715	0.04916	0.04034
chr16	82779548	82779558	+	7.46801	0.00749	0.00896	0.01255	0.01165	0.00939
chr16	83968247	83968257	-	9.24401	0.07328	0.0533	0.05626	0.06438	0.04978
chr16	84197072	84197082	+	8.61959	0.06066	0.09609	0.02952	0.03306	0.10886
chr16	84527524	84527534	+	7.84977	0.03643	0.06591	0.03258	0.03049	0.04323
chr16	84661877	84661887	-	7.38191	0.01109	0.0145	0.01618	0.01767	0.01722
chr16	84970708	84970718	-	7.81645	0.35084	0.40556	0.36044	0.34197	0.32383
chr16	85335843	85335853	+	7.95585	0.0384	0.0264	0.04416	0.03807	0.0249
chr16	85616164	85616174	-	7.79562	0.19948	0.22553	0.19877	0.17788	0.16165
chr16	85657262	85657272	-	8.70569	0.06062	0.01959	0.04008	0.04231	0.02836
chr16	85756383	85756393	-	8.61959	0.02778	0.02098	0.03646	0.03141	0.02297
chr16	85947772	85947782	+	8.22501	0.01035	0.0181	0.02018	0.01954	0.01777
chr16	86510440	86510450	+	7.6497	0.02418	0.03112	0.02386	0.02563	0.03464
chr16	86576996	86577006	-	8.06478	0.01185	0.05264	0.00983	0.00926	0.01723
chr16	86773447	86773457	+	7.89121	0.02635	0.04528	0.01414	0.0137	0.03489
chr16	86931846	86931856	+	7.6497	0.03666	0.03065	0.01707	0.01396	0.02547
chr16	87305212	87305222	+	10.48169	0.01345	0.01449	0.01165	0.01079	0.01446
chr16	87334729	87334739	-	8.97485	0.0133	0.01302	0.01212	0.01113	0.01257
