TFBS_chr	TFBS_start	TFBS_end	TFBS_strand	TFBS_score	98JKPD8_LumA_score	ANAB5F7_Basal_score	S6R691V_Her2_score	PU24GB8_LumB_score	2GAMBDQ_Normal-like_score
chr14	41609702	41609713	-	7.39762	0.0162	0.01287	0.01378	0.01294	0.01733
chr14	42824537	42824548	+	7.77479	0.01186	0.00861	0.01452	0.01897	0.02236
chr14	43326613	43326624	+	10.18498	0.02278	0.01472	0.02628	0.02944	0.023
chr14	43342524	43342535	-	7.87589	0.02003	0.01025	0.01674	0.0203	0.02149
chr14	46630516	46630527	+	7.59808	0.01305	0.01986	0.01646	0.02351	0.01783
chr14	47242671	47242682	-	8.37686	0.00947	0.01058	0.01478	0.01294	0.01376
chr14	47626565	47626576	+	9.09986	0.01493	0.13719	0.0624	0.02895	0.01294
chr14	48527996	48528007	-	7.59528	0.01767	0.01653	0.03314	0.01597	0.0551
chr14	49893411	49893422	+	9.60073	0.52987	0.51269	0.55401	0.60474	0.50271
chr14	50335197	50335208	+	7.27297	0.02461	0.05292	0.02451	0.02049	0.02235
chr14	50532244	50532255	-	7.78536	0.18436	0.16125	0.18072	0.18931	0.15745
chr14	50872133	50872144	-	7.24876	0.05921	0.03892	0.06781	0.09081	0.07602
chr14	52122252	52122263	+	9.60073	0.02076	0.01264	0.01215	0.01623	0.0135
chr14	52314374	52314385	+	7.66471	0.10803	0.08357	0.12785	0.13969	0.09808
chr14	52314413	52314424	+	8.88374	0.04833	0.04131	0.05991	0.0552	0.04957
chr14	52685978	52685989	+	7.27297	0.0167	0.01373	0.01454	0.01738	0.02257
chr14	53152911	53152922	-	7.40088	0.14008	0.13908	0.14896	0.16638	0.12861
chr14	53152953	53152964	-	7.66063	0.216	0.18602	0.1966	0.19625	0.16298
chr14	53316895	53316906	-	8.52443	0.02597	0.0162	0.03587	0.01407	0.02244
chr14	54396821	54396832	-	8.26396	1.06128	1.03029	1.08993	1.13068	1.14063
chr14	54566467	54566478	-	7.69413	0.19035	0.10332	0.12688	0.14688	0.18076
chr14	55272021	55272032	+	8.00529	0.20932	0.1353	0.19163	0.17354	0.19069
chr14	55456716	55456727	+	7.29869	0.01832	0.00791	0.01641	0.01415	0.01639
chr14	55581130	55581141	+	9.29371	0.14908	0.14125	0.17946	0.16863	0.16972
chr14	56991247	56991258	-	7.37227	0.0166	0.01177	0.01831	0.01323	0.02324
chr14	59576546	59576557	-	9.09385	0.04554	0.0335	0.0433	0.07832	0.05219
chr14	60092333	60092344	+	8.17353	0.26905	0.18141	0.2132	0.23442	0.24651
chr14	60486119	60486130	+	7.78763	0.01961	0.02742	0.01267	0.02594	0.03259
chr14	60981400	60981411	-	7.46492	0.34076	0.26006	0.27384	0.32082	0.30239
chr14	61129755	61129766	-	9.03131	0.01655	0.01184	0.01712	0.01829	0.03239
chr14	61321553	61321564	+	8.35855	0.26598	0.20043	0.25064	0.28281	0.25188
chr14	61562012	61562023	+	8.57965	0.26939	0.28926	0.33473	0.21228	0.33788
chr14	61662254	61662265	+	7.23591	0.02214	0.03208	0.03239	0.03039	0.03134
chr14	62284632	62284643	-	7.35035	0.03736	0.02566	0.03595	0.04102	0.03177
chr14	63543520	63543531	+	7.20536	1.23758	0.99609	1.22624	1.29439	1.42677
chr14	63727994	63728005	-	7.30677	0.22201	0.19688	0.29759	0.21927	0.24085
chr14	63853479	63853490	+	8.26396	0.34732	0.21816	0.30062	0.31694	0.28271
chr14	63914177	63914188	+	7.39406	0.01121	0.01058	0.01513	0.00983	0.00982
chr14	64196889	64196900	-	9.12735	0.02204	0.03254	0.03247	0.03815	0.03001
chr14	64504880	64504891	-	9.74949	0.29655	0.23672	0.2753	0.2574	0.25414
chr14	64515614	64515625	-	9.42618	0.06271	0.02857	0.05593	0.0566	0.0518
chr14	64539619	64539630	+	9.65345	0.22567	0.24919	0.20257	0.24453	0.1986
chr14	64623314	64623325	-	10.38952	0.0161	0.01286	0.01831	0.01545	0.01643
chr14	64658187	64658198	+	10.95895	0.0178	0.04272	0.02183	0.02713	0.01984
chr14	64708403	64708414	+	7.62863	0.2939	0.14427	0.37356	0.32574	0.32683
chr14	64880229	64880240	+	10.21848	0.05368	0.05458	0.06986	0.04916	0.06738
chr14	65102749	65102760	+	7.59808	1.94181	1.70005	1.91138	1.97936	1.84284
chr14	65255369	65255380	-	7.87589	0.15502	0.06643	0.27829	0.15239	0.10178
chr14	65287051	65287062	-	7.20711	0.0248	0.02841	0.04553	0.03136	0.01866
chr14	65470215	65470226	+	8.28082	0.01477	0.01137	0.01419	0.01399	0.01877
chr14	66545500	66545511	+	8.13696	0.04684	0.04075	0.05232	0.05993	0.04775
chr14	67458038	67458049	+	7.97673	0.37519	0.14391	0.22567	0.23125	0.24067
chr14	67573393	67573404	-	7.59808	0.02123	0.01301	0.0229	0.01841	0.0183
chr14	67820150	67820161	-	8.86026	0.27367	0.25425	0.26576	0.22357	0.26378
chr14	68459919	68459930	+	7.80828	0.05545	0.03579	0.0371	0.02538	0.04452
chr14	68518383	68518394	+	9.74021	0.02536	0.02818	0.02172	0.02259	0.02794
chr14	68598737	68598748	+	7.42704	0.15568	0.32919	0.11485	0.16177	0.32526
chr14	68816165	68816176	-	9.03131	0.12036	0.09398	0.12615	0.10522	0.08324
chr14	69002518	69002529	-	7.83757	0.03188	0.01058	0.0258	0.02515	0.02231
chr14	69260845	69260856	+	7.26791	0.03187	0.02519	0.02238	0.03378	0.03707
chr14	69398079	69398090	+	9.88265	0.31866	0.23692	0.29173	0.32731	0.26325
chr14	69574502	69574513	-	8.34336	0.07506	0.03053	0.04812	0.05131	0.05992
chr14	69733086	69733097	+	7.72467	0.02492	0.01196	0.02801	0.02567	0.03682
chr14	70098552	70098563	+	8.52443	0.02616	0.0061	0.01247	0.0143	0.02425
chr14	70255030	70255041	-	8.07748	0.01751	0.00828	0.01318	0.01677	0.02286
chr14	70310732	70310743	-	7.83757	0.00872	0.00732	0.01018	0.00949	0.01323
chr14	70692386	70692397	-	10.67059	0.32575	0.14632	0.33012	0.24495	0.32254
chr14	71167548	71167559	+	10.95895	0.01778	0.01059	0.01548	0.01263	0.0176
chr14	71684584	71684595	+	8.94397	0.01696	0.01787	0.01706	0.01742	0.01948
chr14	72618646	72618657	-	8.201	0.02452	0.0152	0.03026	0.01399	0.03827
chr14	72831210	72831221	+	7.55404	0.01185	0.01538	0.02544	0.01025	0.02021
chr14	72850533	72850544	-	7.62863	0.01705	0.03319	0.04186	0.0197	0.01914
chr14	73467584	73467595	-	7.21821	0.0296	0.03248	0.04171	0.03268	0.02549
chr14	73490989	73491000	+	7.78678	0.70473	0.56809	0.88483	0.81949	0.61873
chr14	73590621	73590632	+	7.37227	0.02709	0.0111	0.02441	0.01955	0.02961
chr14	73714433	73714444	-	8.77925	0.99911	0.86793	0.92721	0.98542	0.88094
chr14	73851960	73851971	-	7.30061	0.47135	0.35116	0.46793	0.47934	0.57129
chr14	74240998	74241009	+	7.91378	0.02067	0.02461	0.01771	0.02092	0.02462
chr14	74326766	74326777	-	7.80828	0.01182	0.01336	0.01299	0.01249	0.01598
chr14	74494199	74494210	+	8.55498	0.17084	0.20907	0.1614	0.17067	0.25493
chr14	75070150	75070161	+	8.34336	0.14909	0.11296	0.16677	0.12622	0.11241
chr14	75279184	75279195	+	8.71521	0.247	0.13076	0.16725	0.20737	0.13844
chr14	75315011	75315022	-	7.27297	0.02891	0.01605	0.0226	0.02112	0.0358
chr14	75428370	75428381	+	7.37227	0.18396	0.10715	0.15513	0.14741	0.12229
chr14	76082584	76082595	-	10.18498	0.01415	0.00996	0.01652	0.01408	0.01997
chr14	76102556	76102567	+	7.18386	0.0167	0.01377	0.01319	0.01281	0.03067
chr14	76414053	76414064	-	8.1675	0.01236	0.02578	0.0234	0.03546	0.0383
chr14	76888488	76888499	+	9.88265	0.0274	0.04191	0.03066	0.02075	0.03131
chr14	76904683	76904694	-	8.07277	0.10794	0.04454	0.09235	0.06368	0.09675
chr14	76918371	76918382	+	7.65596	0.18736	0.17894	0.14342	0.1712	0.17492
chr14	76925082	76925093	+	7.51571	0.0238	0.01996	0.01978	0.03564	0.0153
chr14	76961809	76961820	+	8.36503	0.18371	0.3129	0.32119	0.22704	0.28693
chr14	77125032	77125043	-	7.84565	0.20767	0.25732	0.15366	0.23415	0.21836
chr14	77498873	77498884	+	8.74575	0.05831	0.05801	0.04984	0.057	0.06884
chr14	77580247	77580258	+	7.20536	0.02245	0.00801	0.02816	0.01451	0.01898
chr14	77616788	77616799	+	7.66063	1.46861	1.13478	1.39246	1.52315	1.49467
chr14	81236107	81236118	+	10.18498	0.0133	0.0123	0.01589	0.01459	0.01804
chr14	81624127	81624138	-	10.95895	0.01628	0.01051	0.01253	0.01677	0.01679
chr14	81829811	81829822	-	10.42007	0.01551	0.01467	0.01349	0.01727	0.01729
chr14	81960377	81960388	-	7.58575	0.01121	0.0068	0.00832	0.01171	0.01296
chr14	81992246	81992257	-	7.8424	0.01286	0.00935	0.01075	0.01133	0.01656
chr14	84399764	84399775	-	10.95895	0.01758	0.01261	0.01381	0.01399	0.02066
chr14	84399779	84399790	-	7.24174	0.01758	0.01387	0.01593	0.01441	0.02688
chr14	86905526	86905537	+	7.59808	0.01698	0.01192	0.015	0.02067	0.02675
chr14	88323354	88323365	-	9.03131	0.01262	0.01335	0.01344	0.01251	0.02
chr14	88554961	88554972	+	7.61939	0.23365	0.28127	0.19037	0.23474	0.35768
chr14	89000704	89000715	-	7.48643	0.07008	0.08052	0.09824	0.11664	0.06789
chr14	89111875	89111886	-	8.37686	0.01225	0.01018	0.01687	0.01257	0.02075
chr14	89365067	89365078	+	9.33494	0.02277	0.03435	0.02368	0.02912	0.02551
chr14	89417134	89417145	-	8.00529	0.59645	0.58232	0.5767	0.59262	0.592
chr14	89893209	89893220	+	7.86659	0.01061	0.06458	0.01169	0.01195	0.01819
chr14	90061761	90061772	+	7.41157	0.18529	0.15109	0.16056	0.21314	0.1497
chr14	90398073	90398084	-	9.5608	0.47013	0.43186	0.46845	0.44464	0.34468
chr14	90512677	90512688	-	10.15443	0.08876	0.06479	0.11971	0.06229	0.09169
chr14	90523281	90523292	+	7.70053	0.04855	0.04022	0.0367	0.02931	0.02882
chr14	90525558	90525569	+	7.2577	0.02384	0.0443	0.03671	0.03323	0.02306
chr14	90615342	90615353	+	7.20536	0.01447	0.0105	0.02148	0.01331	0.01999
chr14	90758567	90758578	-	7.30061	0.76757	0.81005	0.88719	0.81295	0.78233
chr14	90816116	90816127	-	10.19426	0.04017	0.03884	0.03808	0.05292	0.03872
chr14	91060804	91060815	-	7.42704	1.86208	1.489	1.77393	1.83965	1.88813
chr14	91234936	91234947	+	7.83757	0.01549	0.01153	0.02626	0.01738	0.02085
chr14	91272500	91272511	+	7.45293	0.05522	0.04177	0.02564	0.03761	0.06121
chr14	91293428	91293439	-	7.18525	0.11673	0.06676	0.14823	0.10103	0.1005
chr14	91417011	91417022	-	7.87915	0.16673	0.11247	0.12849	0.16471	0.10871
chr14	91417412	91417423	-	8.4239	0.15001	0.1299	0.12799	0.11467	0.10756
chr14	91417994	91418005	+	7.88502	0.30169	0.19334	0.25086	0.24567	0.1812
chr14	91425820	91425831	-	7.81185	0.0161	0.01541	0.02	0.01432	0.01393
chr14	91574448	91574459	-	7.24174	0.19618	0.18482	0.14864	0.20438	0.26726
chr14	91835911	91835922	-	7.45758	0.24481	0.18101	0.22909	0.17419	0.19216
chr14	91836606	91836617	+	7.42704	1.77648	1.29405	1.45647	1.42491	1.54436
chr14	91884307	91884318	-	7.42704	0.02317	0.02408	0.02417	0.02155	0.02422
chr14	91911525	91911536	+	8.13696	0.03551	0.02231	0.02803	0.02616	0.02839
chr14	91963594	91963605	+	7.33001	0.01013	0.00997	0.02237	0.01107	0.02763
chr14	92053738	92053749	-	7.27297	0.01319	0.00757	0.01808	0.01396	0.01975
chr14	92973565	92973576	+	7.53123	0.28774	0.10768	0.29653	0.20179	0.28524
chr14	93028035	93028046	-	7.62247	0.02455	0.02663	0.04689	0.03743	0.03162
chr14	93116369	93116380	+	7.62863	0.08331	0.06433	0.09539	0.09011	0.08846
chr14	93160392	93160403	+	7.77479	0.05252	0.02965	0.03327	0.03903	0.02203
chr14	93185210	93185221	+	7.23765	0.40558	0.32289	0.31774	0.35283	0.34425
chr14	93789072	93789083	-	8.58581	0.20792	0.16682	0.16463	0.15689	0.15547
chr14	93928445	93928456	-	7.78763	0.01374	0.00994	0.01425	0.01015	0.02314
chr14	94081211	94081222	+	8.20688	0.88997	0.92889	0.93422	0.85564	1.01661
chr14	94081314	94081325	+	7.72876	1.01555	0.94651	0.94727	0.84512	0.90003
chr14	94174190	94174201	+	7.57976	0.49936	0.45675	0.38559	0.5884	0.57546
chr14	94448001	94448012	+	7.39406	0.02777	0.01783	0.01975	0.02165	0.042
chr14	94501658	94501669	-	8.201	0.02627	0.0165	0.02121	0.02911	0.03877
chr14	94545625	94545636	-	7.20536	0.01181	0.01126	0.01636	0.0139	0.01722
chr14	94699976	94699987	+	7.62247	0.01063	0.00772	0.01091	0.01177	0.01796
chr14	94769904	94769915	+	7.29869	0.25117	0.13892	0.1913	0.20415	0.2031
chr14	94924021	94924032	-	8.79622	0.0079	0.0067	0.00589	0.01044	0.01032
chr14	95282758	95282769	+	7.60088	0.02308	0.01071	0.02015	0.01992	0.02057
chr14	95371415	95371426	+	7.63008	0.01103	0.03978	0.01024	0.0099	0.01771
chr14	95550452	95550463	-	9.59134	0.03399	0.00794	0.02883	0.04065	0.03009
chr14	96179111	96179122	+	8.71313	0.02459	0.01901	0.0321	0.03787	0.03318
chr14	96627731	96627742	+	7.80828	0.0123	0.00818	0.01007	0.01475	0.01858
chr14	96632167	96632178	-	7.72273	0.01969	0.01063	0.01346	0.02615	0.02081
chr14	99158658	99158669	+	7.48739	0.01383	0.01179	0.00897	0.00892	0.01473
chr14	99518244	99518255	-	8.201	0.05817	0.04928	0.07732	0.04043	0.04666
chr14	99555132	99555143	+	8.36503	0.68083	0.08709	0.60697	0.34516	0.49064
chr14	99649557	99649568	+	7.27297	0.03127	0.03284	0.02767	0.0228	0.02907
chr14	99793174	99793185	-	7.30823	0.09039	0.06682	0.0652	0.09664	0.07585
chr14	100060319	100060330	+	7.48999	0.05002	0.05918	0.06748	0.05009	0.03405
chr14	100125113	100125124	+	7.43291	0.08116	0.02475	0.05886	0.07664	0.04613
chr14	100128820	100128831	-	8.10977	0.07177	0.01357	0.04854	0.05019	0.03346
chr14	100131466	100131477	-	7.39762	0.19573	0.04404	0.20549	0.13285	0.12906
chr14	100133097	100133108	+	7.2178	0.1081	0.03277	0.09398	0.08735	0.06152
chr14	100192968	100192979	-	8.2945	1.14788	1.1334	1.22498	1.1412	1.15914
chr14	100240240	100240251	-	7.8151	0.23074	0.20188	0.22725	0.2335	0.19837
chr14	101365042	101365053	-	9.03131	0.02521	0.0167	0.02911	0.03632	0.04584
chr14	101403592	101403603	+	7.30141	0.02556	0.01044	0.0148	0.02352	0.01913
chr14	101458274	101458285	+	7.20536	0.01869	0.01054	0.01377	0.01572	0.01942
chr14	101458762	101458773	-	8.20688	0.02011	0.01851	0.01546	0.0278	0.0233
chr14	101781496	101781507	-	8.201	0.04148	0.06455	0.04055	0.0398	0.03777
chr14	102256640	102256651	-	7.27297	0.01689	0.02743	0.019	0.01762	0.01673
chr14	102297694	102297705	+	10.18498	0.01681	0.01826	0.0367	0.02074	0.02754
chr14	102415643	102415654	+	7.74424	0.01838	0.0134	0.02445	0.01724	0.01879
chr14	102438256	102438267	-	8.13696	0.32379	0.33554	0.2573	0.29028	0.33034
chr14	102580197	102580208	-	7.33877	0.02595	0.06918	0.02596	0.03103	0.03261
chr14	102750035	102750046	-	7.33878	0.02304	0.01456	0.01604	0.01918	0.01886
chr14	102777117	102777128	+	7.45758	0.05147	0.04737	0.0491	0.07555	0.06604
chr14	102777192	102777203	+	7.72467	0.09835	0.08559	0.1069	0.18551	0.14338
chr14	103098352	103098363	-	7.43291	0.01866	0.02133	0.02517	0.0313	0.02322
chr14	103110028	103110039	+	7.43291	0.11439	0.07687	0.12145	0.17335	0.16325
chr14	103110474	103110485	-	8.58581	0.07236	0.05317	0.05544	0.04526	0.06585
chr14	103124666	103124677	-	7.24876	0.05804	0.07939	0.06385	0.06541	0.04752
chr14	103164291	103164302	-	9.64611	0.013	0.01131	0.01794	0.01163	0.01645
chr14	103273857	103273868	-	9.06331	0.0257	0.02277	0.02417	0.03056	0.03472
chr14	103316245	103316256	-	7.63008	0.02019	0.02411	0.02368	0.02593	0.04287
chr14	103518272	103518283	-	8.23155	0.15718	0.09786	0.13299	0.11285	0.12854
chr14	103543386	103543397	+	9.61556	0.04591	0.0734	0.06929	0.06722	0.0933
chr14	103709096	103709107	+	7.4069	0.07311	0.08859	0.04701	0.05491	0.08285
chr14	103715444	103715455	-	9.88265	1.43456	1.43577	1.65324	1.42808	1.47745
chr14	103727934	103727945	-	7.40282	0.05282	0.04411	0.05077	0.03528	0.03944
chr14	104085618	104085629	-	7.59528	0.07559	0.02738	0.05971	0.05603	0.06378
chr14	104106432	104106443	-	7.42238	0.02054	0.02981	0.02638	0.0201	0.0304
chr14	104117970	104117981	-	9.09385	0.09366	0.10339	0.12232	0.06139	0.10235
chr14	104131283	104131294	+	9.46843	0.02463	0.02833	0.03617	0.01803	0.03091
chr14	104131679	104131690	+	7.48739	0.01854	0.01628	0.02214	0.02119	0.02238
chr14	104171826	104171837	-	7.28824	0.02333	0.01624	0.02649	0.0198	0.02449
chr14	104226036	104226047	-	7.78763	0.05594	0.04444	0.07466	0.09105	0.0727
chr14	104342246	104342257	+	8.201	0.10476	0.0617	0.30068	0.08198	0.07112
chr14	104370268	104370279	+	7.78678	0.02256	0.01487	0.01485	0.01575	0.01941
chr14	104422704	104422715	-	7.51571	0.01473	0.01392	0.01665	0.0183	0.01461
chr14	104587702	104587713	-	8.07894	0.01877	0.02025	0.02611	0.02094	0.02218
chr14	104656297	104656308	-	7.19365	0.02556	0.01632	0.03938	0.02519	0.02192
chr14	104659859	104659870	-	9.96505	0.01948	0.02045	0.03165	0.02927	0.02334
chr14	104677371	104677382	+	7.21299	0.14822	0.17364	0.19542	0.16093	0.10482
chr14	104681959	104681970	+	9.61556	0.82865	0.57709	0.77393	0.54347	0.6641
chr14	104682307	104682318	-	7.80828	0.16308	0.0892	0.11403	0.09888	0.07817
chr14	104682484	104682495	+	7.87589	0.1791	0.12649	0.2064	0.10878	0.15144
chr14	104723630	104723641	+	8.71521	0.21476	0.19438	0.23947	0.19998	0.17359
chr14	104749296	104749307	-	8.6804	0.20518	0.10649	0.21542	0.14499	0.14234
chr14	104768775	104768786	-	8.64986	0.41246	0.33425	0.51612	0.3804	0.3633
chr14	104774442	104774453	-	7.87589	0.04916	0.04608	0.1147	0.06358	0.05214
chr14	104828005	104828016	+	8.23563	0.07246	0.06964	0.10732	0.07273	0.06876
chr14	104865662	104865673	-	7.66063	0.21119	0.23305	0.22977	0.20336	0.22055
chr14	104933677	104933688	+	8.58581	0.12952	0.13156	0.09524	0.14025	0.15124
chr14	104933710	104933721	+	8.64986	0.03491	0.02714	0.02289	0.03753	0.0395
chr14	104933745	104933756	+	8.58581	0.04354	0.03034	0.02787	0.03443	0.03309
chr14	104933848	104933859	+	8.58581	0.04021	0.0388	0.03082	0.02882	0.04491
chr14	104933881	104933892	+	8.64986	0.04982	0.0302	0.02833	0.03506	0.06428
chr14	104934018	104934029	+	8.64986	0.04165	0.04002	0.03354	0.03463	0.0352
chr14	104934053	104934064	+	8.58581	0.04831	0.04478	0.04185	0.03822	0.04665
chr14	105065980	105065991	-	7.42704	0.05581	0.12003	0.11745	0.09739	0.06488
chr14	105079495	105079506	+	7.29869	0.03521	0.04218	0.03433	0.03917	0.02436
chr14	105196464	105196475	+	7.8424	0.0383	0.03924	0.03919	0.02987	0.03507
chr14	105196780	105196791	-	7.37227	0.05165	0.05457	0.05475	0.04587	0.05917
chr14	105248887	105248898	-	7.68651	0.11455	0.09478	0.09036	0.11597	0.12651
chr14	105271838	105271849	-	8.201	0.0291	0.02544	0.03213	0.03257	0.02316
chr14	105314307	105314318	+	9.80426	0.13243	0.09355	0.11207	0.12123	0.10409
chr14	105526913	105526924	-	8.64986	0.10084	0.06322	0.0981	0.10894	0.09756
chr14	105528778	105528789	-	7.18244	0.13144	0.08209	0.13871	0.09405	0.08445
chr14	105529924	105529935	-	7.91703	0.04692	0.02721	0.07899	0.04817	0.04692
chr14	105530251	105530262	+	7.36299	0.0583	0.05259	0.15899	0.05499	0.04173
chr14	105599423	105599434	+	7.59106	0.02676	0.02301	0.0365	0.03754	0.03641
chr14	105680237	105680248	+	7.51571	0.29207	0.205	0.26367	0.38832	0.24969
chr14	105709513	105709524	-	7.72467	0.04997	0.04313	0.07171	0.08225	0.07059
chr14	105769796	105769807	-	7.21821	0.03014	0.00821	0.01753	0.08285	0.01707
chr14	105774815	105774826	-	8.04694	0.15947	0.02277	0.10924	0.29328	0.12377
chr14	105892408	105892419	+	8.77925	0.01427	0.01439	0.02288	0.01946	0.02123
chr14	106335014	106335025	-	8.98141	0	0	0	0	0
chr14	106401515	106401526	-	7.30677	0.01454	0.01017	0.01423	0.01363	0.01791
chr14	106401549	106401560	-	10.42153	0.01426	0.01091	0.01394	0.01363	0.01618
chr14	106401713	106401724	-	9.09385	0.01317	0.01107	0.01443	0.01435	0.01521
chr15	20273008	20273019	+	7.74424	0	0	0	0	0
chr15	20276834	20276845	-	8.31136	0	0	0	0	0
chr15	20289258	20289269	+	7.39406	0	0	0	0	0
chr15	20294868	20294879	-	7.24553	0	0	0	0	0
chr15	20294933	20294944	+	8.35855	0	0	0	0	0
chr15	22224671	22224682	-	8.04317	0	0	0	0	0
chr15	22949288	22949299	+	7.60088	0.07806	0.04548	0.05736	0.08797	0.07851
chr15	22980592	22980603	+	8.4574	0.1398	0.12265	0.0915	0.13778	0.13168
chr15	22980894	22980905	+	8.34336	0.09982	0.09875	0.06873	0.10164	0.10757
chr15	23180187	23180198	-	7.54626	0	0	0	0	0
chr15	24078793	24078804	-	10.18498	0.0128	0.00948	0.01201	0.01919	0.02189
chr15	24486396	24486407	+	7.29869	0.01301	0.03873	0.01719	0.0124	0.02153
chr15	24675961	24675972	-	8.201	0.02177	0.01277	0.02092	0.02423	0.02614
chr15	24848290	24848301	+	7.40282	0.033	0.03316	0.03895	0.06481	0.0351
chr15	25439120	25439131	+	8.328	1.25932	1.05552	0.90779	1.16901	1.2036
chr15	25810995	25811006	+	7.27297	0.02917	0.0211	0.01844	0.02247	0.05356
chr15	25861337	25861348	+	10.38952	0.05717	0.03546	0.03927	0.04457	0.0634
chr15	26056921	26056932	+	10.95895	0.01327	0.00696	0.01029	0.01304	0.01935
chr15	27017655	27017666	+	7.59192	0.02059	0.02593	0.01097	0.0245	0.03378
chr15	27541729	27541740	-	7.70001	0.01336	0.01056	0.00973	0.01248	0.02186
chr15	27588124	27588135	+	7.43291	0.01297	0.00975	0.00778	0.01048	0.01339
chr15	28136415	28136426	+	7.20711	0.05701	0.03111	0.03146	0.04194	0.03948
chr15	28457299	28457310	-	8.14298	0	0	0	0	0
chr15	28514149	28514160	-	7.30823	0	0	0	0	0
chr15	28738335	28738346	+	7.47326	0.14958	0.0974	0.06811	0.12692	0.12498
chr15	28886233	28886244	+	8.23155	0.0212	0.07173	0.01703	0.02521	0.03272
chr15	28886546	28886557	-	7.37867	0.02526	0.04639	0.02646	0.02709	0.0269
chr15	28887011	28887022	+	7.42704	0.01768	0.03857	0.01707	0.01756	0.02403
chr15	29570883	29570894	+	8.13696	0.01972	0.02184	0.0162	0.01475	0.02059
chr15	29687768	29687779	+	8.07748	0.02225	0.04825	0.03763	0.03074	0.04623
chr15	29821829	29821840	-	7.30823	0.09377	0.05005	0.05905	0.08078	0.08371
chr15	29821920	29821931	+	8.71521	0.12761	0.08716	0.07914	0.12829	0.10677
chr15	29968966	29968977	-	8.17353	0.01645	0.01033	0.00784	0.01121	0.0225
chr15	30150424	30150435	+	8.64986	0	0	0	0	0
chr15	30471046	30471057	-	10.42007	0	0	0	0	0
chr15	30471587	30471598	+	7.89859	0	0	0	0	0
chr15	30991850	30991861	+	7.30823	0.21452	0.14622	0.13583	0.21204	0.21967
chr15	31080685	31080696	-	8.8098	0.04688	0.39006	0.09924	0.0663	0.06725
chr15	31215772	31215783	+	7.90161	0.27452	0.28869	0.15515	0.29298	0.24133
chr15	31236057	31236068	-	9.1639	0.05974	0.10321	0.07119	0.06777	0.1136
chr15	31255392	31255403	+	7.90161	0.01343	0.04062	0.01378	0.01337	0.01392
chr15	31326115	31326126	-	7.82113	0.25904	0.23854	0.23012	0.30214	0.23168
chr15	31393193	31393204	-	9.99855	0.0428	0.06405	0.04382	0.04397	0.06398
chr15	31458988	31458999	-	9.93786	0.03959	0.06564	0.02741	0.03609	0.04929
chr15	32616093	32616104	+	7.18666	0	0	0	0	0
chr15	32870593	32870604	-	7.43291	0.03085	0.05547	0.05286	0.03085	0.03594
chr15	33292978	33292989	+	10.57822	0.04377	0.04452	0.0307	0.02197	0.03767
chr15	33414707	33414718	-	9.61601	0.01326	0.03235	0.01041	0.02172	0.01645
chr15	34038907	34038918	-	7.72467	0.19233	0.16712	0.13595	0.20544	0.22051
chr15	34161728	34161739	+	9.12735	0.01599	0.02209	0.01457	0.01261	0.01735
chr15	34342822	34342833	+	7.8424	0.14142	0.12428	0.14746	0.12969	0.13079
chr15	34437807	34437818	+	8.10949	0.13194	0.13007	0.11363	0.07311	0.13466
chr15	34514556	34514567	+	7.72273	0.06622	0.07006	0.06776	0.05502	0.1292
chr15	34583789	34583800	+	7.42334	0.20213	0.24416	0.15809	0.16395	0.22587
chr15	34722361	34722372	-	7.20711	0.015	0.07026	0.01819	0.01271	0.03217
chr15	35078778	35078789	-	8.61708	0.02682	0.03947	0.03332	0.03316	0.03422
chr15	35446335	35446346	-	9.20134	0.01165	0.00792	0.01263	0.01361	0.01808
chr15	36047182	36047193	-	10.16372	0.01619	0.00966	0.01111	0.0154	0.01225
chr15	37100588	37100599	+	8.64986	0.16139	0.2782	0.15509	0.2264	0.20897
chr15	38072853	38072864	+	7.46492	0.25361	0.57064	0.132	0.16314	0.37281
chr15	38646895	38646906	-	7.80828	0.01964	0.02179	0.01051	0.02318	0.01918
chr15	38983793	38983804	+	7.72273	0.01675	0.01082	0.02062	0.02093	0.01578
chr15	39395469	39395480	+	7.39354	0.01626	0.00589	0.01609	0.01642	0.01978
chr15	39498712	39498723	+	8.57629	0.02171	0.01676	0.0155	0.01756	0.02693
chr15	39782626	39782637	-	10.48557	0.84832	0.79696	0.87793	0.9177	0.84407
chr15	39919839	39919850	+	7.75708	0.04343	0.07692	0.05904	0.05992	0.06795
chr15	40074916	40074927	+	10.16372	0.01864	0.02985	0.03289	0.01997	0.0265
chr15	40323948	40323959	+	7.36124	0.03984	0.04157	0.03127	0.05094	0.04379
chr15	40324536	40324547	+	7.36124	0.06232	0.08203	0.06087	0.05939	0.05355
chr15	40490103	40490114	-	10.99244	0.02268	0.04256	0.01575	0.02502	0.02504
chr15	40549981	40549992	+	7.18244	0.03387	0.02381	0.04556	0.02744	0.02611
chr15	40755288	40755299	+	8.37686	0.82343	0.74094	0.72933	0.8046	0.85893
chr15	40763328	40763339	+	10.60654	0.19939	0.17146	0.20513	0.2009	0.25742
chr15	40931657	40931668	-	7.30352	0.0416	0.02508	0.04378	0.06893	0.04073
chr15	40941965	40941976	+	10.09967	0.45603	0.35958	0.35628	0.4304	0.4364
chr15	41511501	41511512	-	7.98107	0.03695	0.02997	0.02213	0.03054	0.03938
chr15	41774782	41774793	-	7.72467	0.28105	0.23366	0.21152	0.26921	0.25484
