TFBS_chr	TFBS_start	TFBS_end	TFBS_strand	TFBS_score	98JKPD8_LumA_score	ANAB5F7_Basal_score	S6R691V_Her2_score	PU24GB8_LumB_score	2GAMBDQ_Normal-like_score
chr10	132375362	132375372	-	9.28098	0.12326	0.13991	0.26119	0.13914	0.14308
chr10	132510541	132510551	+	7.76945	0.0222	0.03104	0.02104	0.01746	0.02379
chr10	132964907	132964917	-	6.16981	0.0628	0.02015	0.04669	0.05354	0.06221
chr10	133237346	133237356	+	6.16981	0.02513	0.01928	0.02546	0.02272	0.02936
chr11	208208	208218	-	6.48359	0.24781	0.24938	0.23876	0.27045	0.24305
chr11	299130	299140	-	6.16981	0.07722	0.0248	0.04276	0.05149	0.10685
chr11	519074	519084	+	7.30908	0	0	0	0	0
chr11	555537	555547	+	6.16981	0.21384	0.11057	0.13023	0.21486	0.15216
chr11	612375	612385	-	7.76787	0.11994	0.08299	0.12523	0.10176	0.11316
chr11	965237	965247	+	8.4555	0	0	0	0	0
chr11	1208778	1208788	-	8.67722	0.15259	0.04437	0.07388	0.10562	0.06436
chr11	1573213	1573223	-	8.08166	0.08881	0.05051	0.07468	0.05725	0.05416
chr11	2800190	2800200	-	8.54203	0.01702	0.01802	0.0202	0.0149	0.02297
chr11	3444001	3444011	-	9.4498	0.039	0.02478	0.04708	0.03839	0.03495
chr11	4187668	4187678	-	8.4555	0.55444	0.56085	0.4562	0.51873	0.57899
chr11	4195720	4195730	-	6.16981	0.02052	0.00923	0.01343	0.02273	0.02385
chr11	8309944	8309954	+	8.67564	0.02574	0.00986	0.01957	0.01582	0.01384
chr11	8313663	8313673	+	6.16981	0.01045	0.01172	0.00831	0.01446	0.02017
chr11	11513700	11513710	-	6.08328	0.01797	0.11578	0.01388	0.01692	0.03911
chr11	12215756	12215766	+	7.07758	0.06323	0.05905	0.04446	0.02762	0.03613
chr11	13675431	13675441	-	9.6813	0.01276	0.01126	0.01936	0.01382	0.00935
chr11	23731586	23731596	-	6.48359	0.00907	0.01244	0.00833	0.01256	0.00774
chr11	31817476	31817486	-	7.30908	0.01179	0.03912	0.01632	0.01452	0.02034
chr11	32033731	32033741	-	6.16981	0.01782	0.01096	0.00897	0.01755	0.01347
chr11	32894242	32894252	+	8.4555	0.10153	0.16081	0.14211	0.13171	0.11259
chr11	33932135	33932145	-	8.67564	0.07235	0.02846	0.05837	0.05176	0.03719
chr11	34574503	34574513	-	6.48359	0.01406	0.02657	0.02559	0.01814	0.02485
chr11	38462427	38462437	-	6.16981	0.01768	0.0098	0.01663	0.01066	0.01426
chr11	41826192	41826202	-	8.4555	0.01601	0.00574	0.01137	0.01438	0.01442
chr11	45669011	45669021	-	7.76945	0.01382	0.06314	0.01405	0.01401	0.01884
chr11	47097864	47097874	+	8.54203	0.0108	0.03243	0.01061	0.01155	0.0146
chr11	47594297	47594307	-	6.48359	0.02307	0.01622	0.02192	0.02193	0.02765
chr11	57311767	57311777	+	7.07758	0.42635	0.78326	0.43482	0.31038	0.41444
chr11	57368514	57368524	+	8.85581	0.01392	0.02832	0.01276	0.01373	0.0216
chr11	57741198	57741208	-	8.67564	0.19244	0.28691	0.24644	0.19158	0.21652
chr11	58444943	58444953	+	6.90876	0.00875	0.00937	0.01156	0.01032	0.01443
chr11	59550527	59550537	+	9.4498	0.29459	0.35004	0.37419	0.34158	0.36649
chr11	60785222	60785232	-	8.67564	0.01316	0.00863	0.01254	0.01645	0.01863
chr11	60915658	60915668	-	8.85581	0.22587	0.41814	0.41723	0.29065	0.233
chr11	60994451	60994461	+	8.08166	0.01917	0.04154	0.02965	0.02006	0.02362
chr11	62621777	62621787	-	7.07758	0.3572	0.2941	0.31227	0.32691	0.31588
chr11	62687723	62687733	-	6.16981	0.02034	0.0242	0.02903	0.02185	0.02643
chr11	63872402	63872412	+	6.16981	0.28012	0.16811	0.43348	0.36867	0.30466
chr11	63909654	63909664	-	7.07758	0.03423	0.03411	0.04131	0.03557	0.05119
chr11	64219342	64219352	-	9.4498	0.03509	0.02529	0.03768	0.03178	0.02619
chr11	65135265	65135275	-	9.4498	0.83221	0.72908	0.84617	0.67767	0.79098
chr11	65382433	65382443	-	7.68292	1.34376	1.44129	1.31623	1.50631	1.40855
chr11	66408662	66408672	-	8.67722	0.15896	0.25818	0.16912	0.21072	0.18813
chr11	67202997	67203007	+	8.08166	0.0138	0.015	0.02305	0.05233	0.02205
chr11	67826569	67826579	-	9.4498	0.03462	0.03324	0.0448	0.03825	0.03047
chr11	68685513	68685523	+	6.16981	0.02133	0.02875	0.02629	0.01715	0.03157
chr11	68958170	68958180	+	8.67722	0.01092	0.012	0.01832	0.0151	0.01253
chr11	69083997	69084007	-	8.67564	0.01999	0.03867	0.04087	0.03825	0.0252
chr11	69166239	69166249	+	6.16981	0.01286	0.05262	0.02016	0.01439	0.03298
chr11	69297863	69297873	+	9.4498	0.10807	0.2454	0.14286	0.14611	0.078
chr11	71103477	71103487	+	7.76787	0.28108	0.27599	0.29996	0.29024	0.24979
chr11	71180108	71180118	-	6.08328	0.04756	0.02369	0.07532	0.06863	0.05647
chr11	75073398	75073408	-	6.16981	0.01181	0.02977	0.01049	0.00937	0.01784
chr11	75499675	75499685	+	7.76945	0.0633	0.02522	0.08153	0.08733	0.0561
chr11	76235964	76235974	+	7.76945	0.42229	0.43173	0.33769	0.56364	0.43515
chr11	76753766	76753776	+	8.85581	0.01889	0.01539	0.01531	0.03867	0.03353
chr11	77056081	77056091	+	8.54203	0.02534	0.00842	0.01417	0.021	0.02463
chr11	78022956	78022966	+	10.14009	0.03423	0.06255	0.02235	0.07615	0.06274
chr11	79089025	79089035	+	8.08324	0.0205	0.00586	0.01251	0.01401	0.01659
chr11	79437714	79437724	+	7.07758	0.08034	0.08692	0.05127	0.07948	0.06431
chr11	79787930	79787940	+	6.08328	0.01852	0.00608	0.00918	0.00835	0.01092
chr11	82247462	82247472	-	6.16981	0.01535	0.00904	0.00802	0.01603	0.01458
chr11	86422735	86422745	-	7.07758	0.0072	0.02705	0.00827	0.00895	0.00735
chr11	86935360	86935370	+	8.08324	0.01755	0.02439	0.01836	0.02634	0.01968
chr11	94762940	94762950	+	8.67564	0.0124	0.01926	0.01221	0.01118	0.0239
chr11	96127488	96127498	+	9.28098	0.00761	0.03579	0.00674	0.00948	0.01365
chr11	104323766	104323776	-	7.68292	0.01418	0.00829	0.01103	0.01388	0.01542
chr11	104793670	104793680	+	8.08324	0.00965	0.00604	0.0101	0.019	0.0093
chr11	106395942	106395952	+	8.67564	0.0204	0.00956	0.01365	0.03228	0.02144
chr11	107792270	107792280	-	8.54203	0.01905	0.01786	0.01447	0.02552	0.02171
chr11	111927292	111927302	+	8.67722	1.34864	1.27302	1.11831	1.26495	1.10657
chr11	115050074	115050084	-	6.48359	0.00885	0.01032	0.00429	0.00729	0.01682
chr11	119363935	119363945	+	8.54203	0.04094	0.03941	0.03189	0.03667	0.03403
chr11	119403290	119403300	-	7.07758	0.01466	0.01575	0.02021	0.01717	0.02266
chr11	120115807	120115817	-	7.07758	0.01798	0.02722	0.01883	0.01679	0.0279
chr11	120172445	120172455	-	9.36751	0.19797	0.18914	0.12769	0.13611	0.18958
chr11	120622733	120622743	+	7.76787	0.02197	0.01779	0.0249	0.02401	0.04118
chr11	125404288	125404298	-	8.54203	0.01655	0.01819	0.01859	0.01996	0.02622
chr11	128488625	128488635	-	9.4498	0.03196	0.03658	0.03003	0.03328	0.04503
chr11	131504773	131504783	-	7.68292	0.02109	0.0118	0.01394	0.01468	0.02852
chr11	131694574	131694584	+	8.54203	0.02925	0.01934	0.02644	0.02429	0.02621
chr11	134412952	134412962	-	7.07758	0.03556	0.02871	0.02788	0.02645	0.04518
chr12	231123	231133	+	6.16981	0.01134	0.03333	0.01212	0.02028	0.01292
chr12	307881	307891	+	7.68292	0.02668	0.02568	0.02999	0.03554	0.02557
chr12	453493	453503	-	9.4498	0.53146	0.94811	0.56256	0.58841	0.48402
chr12	480809	480819	-	7.76787	0.01749	0.01427	0.01789	0.01507	0.01942
chr12	2374813	2374823	+	6.16981	0.02171	0.01093	0.01056	0.01233	0.01009
chr12	2877671	2877681	+	10.27528	0.3193	0.60941	0.38638	0.39529	0.27285
chr12	3873302	3873312	-	8.85581	0.17292	0.15895	0.17497	0.21972	0.17767
chr12	4809168	4809178	+	8.54203	0.01106	0.05275	0.01522	0.01401	0.01857
chr12	5258627	5258637	-	8.85581	0.03285	0.17937	0.02089	0.02185	0.04347
chr12	5432479	5432489	-	6.16981	0.04152	0.07551	0.01828	0.03315	0.0453
chr12	5697665	5697675	+	7.07758	0.01215	0.00709	0.0107	0.01806	0.01435
chr12	6341443	6341453	+	7.68134	0.25001	0.28678	0.18006	0.18875	0.16667
chr12	6535163	6535173	-	9.36751	0.26508	0.32197	0.28157	0.29818	0.20433
chr12	6537631	6537641	+	6.305	0.05726	0.08001	0.06871	0.09087	0.06104
chr12	6821597	6821607	-	9.4498	0.23206	0.14217	0.11933	0.19422	0.1644
chr12	7161684	7161694	-	6.16981	0.019	0.0475	0.0283	0.02314	0.03243
chr12	7907322	7907332	+	8.54203	0.06924	0.02937	0.07838	0.05342	0.06543
chr12	8141726	8141736	-	6.48359	0.00927	0.01378	0.01616	0.01048	0.01369
chr12	8584796	8584806	-	6.16981	0.01244	0.01277	0.01407	0.01374	0.01388
chr12	9381767	9381777	-	9.28098	0.01906	0.08063	0.01374	0.01455	0.03128
chr12	10674440	10674450	-	6.16981	0.07727	0.08556	0.05322	0.06198	0.06835
chr12	11705254	11705264	+	6.305	0.07174	0.17845	0.07001	0.07392	0.12712
chr12	11794428	11794438	-	11.04786	0.19676	0.09735	0.13176	0.10311	0.10897
chr12	11827241	11827251	+	7.68134	0.05293	0.09791	0.06122	0.07212	0.05699
chr12	12465955	12465965	-	6.305	0.02761	0.02477	0.03774	0.0424	0.02901
chr12	12893082	12893092	-	7.07758	0.13369	0.08208	0.13938	0.13827	0.10478
chr12	13172482	13172492	+	6.48359	0.0265	0.09438	0.02016	0.02911	0.03365
chr12	16057452	16057462	-	8.67564	0.01432	0.00943	0.01524	0.0149	0.02523
chr12	17082783	17082793	+	8.4555	0.00889	0.0107	0.01191	0.01026	0.01385
chr12	21657588	21657598	+	7.76945	0.15062	0.27017	0.11973	0.14875	0.15166
chr12	21941974	21941984	+	8.67564	0.01426	0.00573	0.01253	0.01369	0.02075
chr12	25592545	25592555	+	8.08324	0.01105	0.0123	0.01138	0.01036	0.0233
chr12	25891333	25891343	-	8.85581	0.00592	0.00947	0.00943	0.01281	0.01432
chr12	26854040	26854050	+	6.08328	0.10283	0.10232	0.07544	0.11067	0.10727
chr12	28965840	28965850	+	7.68292	0.01305	0.02381	0.00848	0.01126	0.01956
chr12	31227636	31227646	-	8.54203	0.01128	0.02011	0.02106	0.01487	0.01924
chr12	32241167	32241177	+	7.76945	0.00708	0.02084	0.01191	0.01053	0.01698
chr12	32661006	32661016	-	8.08166	0.01233	0.00797	0.00966	0.02002	0.01425
chr12	41189499	41189509	-	6.16981	0.02249	0.01653	0.01887	0.0167	0.03489
chr12	43224212	43224222	-	7.76787	0.01128	0.00659	0.00879	0.02021	0.02298
chr12	45586585	45586595	+	6.16981	0.01978	0.00938	0.01621	0.01858	0.01525
chr12	47759343	47759353	-	8.54203	0.15399	0.15128	0.14899	0.19131	0.20292
chr12	47900833	47900843	-	8.54203	0.22677	0.33305	0.18025	0.16797	0.21784
chr12	49333115	49333125	-	8.54203	0.02229	0.03639	0.02138	0.0215	0.02465
chr12	49389267	49389277	-	10.45388	0.01746	0.01577	0.01518	0.01898	0.02377
chr12	50551479	50551489	-	7.07758	0.02219	0.0123	0.02295	0.02096	0.02876
chr12	51884900	51884910	+	8.67564	0.08934	0.03664	0.15743	0.20458	0.06759
chr12	52575411	52575421	-	6.16981	0.013	0.00989	0.01281	0.01062	0.01928
chr12	52790194	52790204	+	7.68134	0.01208	0.01188	0.01222	0.01135	0.01735
chr12	52837720	52837730	+	6.99529	0.02444	0.06509	0.02636	0.01723	0.0252
chr12	54021845	54021855	+	8.67564	0.0763	0.09269	0.096	0.14171	0.12897
chr12	56222145	56222155	+	6.48359	0.50771	0.36849	0.55154	0.5144	0.49332
chr12	58857168	58857178	-	8.85581	0.00804	0.01316	0.0162	0.01089	0.01675
chr12	60652229	60652239	+	8.54203	0.0118	0.00714	0.01261	0.02082	0.02153
chr12	62760910	62760920	+	5.71102	0.08818	0.01527	0.06114	0.05474	0.04319
chr12	64648262	64648272	-	7.68292	0.01295	0.00987	0.0203	0.02215	0.02203
chr12	64943905	64943915	+	8.67564	0.07199	0.03944	0.04425	0.05631	0.10321
chr12	69359745	69359755	-	8.08166	0.54783	0.53116	0.73075	0.90656	0.67173
chr12	69360233	69360243	+	8.08166	0.31282	0.33146	0.52379	0.59023	0.43495
chr12	69410845	69410855	+	6.99529	0.02727	0.00868	0.03728	0.0479	0.0495
chr12	82687273	82687283	+	10.14009	0.23451	0.16292	0.22671	0.19846	0.19865
chr12	89933138	89933148	+	9.6813	0.01223	0.01417	0.01472	0.01227	0.01385
chr12	93983430	93983440	-	7.68292	0.01452	0.00614	0.02044	0.0155	0.02196
chr12	94008055	94008065	+	8.67564	0.01593	0.00922	0.01742	0.01851	0.01951
chr12	96196330	96196340	-	8.54203	0.03107	0.02909	0.03016	0.02766	0.01757
chr12	100231251	100231261	+	6.08328	0.05783	0.07223	0.06648	0.06826	0.06546
chr12	101932071	101932081	+	5.71102	0.00765	0.01682	0.01802	0.01639	0.00948
chr12	103496807	103496817	+	6.48359	0.02694	0.01176	0.02057	0.01992	0.01498
chr12	104027123	104027133	-	6.48359	0.01227	0.07719	0.01678	0.0201	0.03202
chr12	105627603	105627613	-	8.08324	0.01262	0.01511	0.00981	0.01777	0.05358
chr12	107092724	107092734	-	6.90876	0.14614	0.08651	0.12165	0.09105	0.08425
chr12	108152096	108152106	+	7.07758	0.00628	0.02052	0.00678	0.00753	0.01305
chr12	109573658	109573668	+	8.85581	1.45996	1.11454	1.23656	1.44428	1.46941
chr12	109900719	109900729	+	8.08324	0.11374	0.10913	0.07481	0.08372	0.05668
chr12	110501665	110501675	+	8.67722	0.18997	0.1797	0.18957	0.19753	0.16996
chr12	112938456	112938466	+	8.85581	0.4145	0.30537	0.43043	0.48116	0.37758
chr12	113397673	113397683	+	9.4498	0.0128	0.01659	0.01581	0.01613	0.02216
chr12	113467614	113467624	-	6.90876	0.0268	0.02261	0.02329	0.02173	0.02152
chr12	115354337	115354347	+	7.90306	0.13433	0.10454	0.06949	0.10666	0.13862
chr12	115753040	115753050	-	8.85581	0.05829	0.06122	0.04319	0.05972	0.06917
chr12	116592310	116592320	+	6.16981	0.30587	0.20562	0.12421	0.18296	0.42342
chr12	116698972	116698982	-	8.08324	0.06471	0.02264	0.06306	0.07937	0.05819
chr12	117044990	117045000	-	6.99529	0.01567	0.01031	0.01388	0.02336	0.0255
chr12	118757658	118757668	-	9.6813	0.01329	0.01275	0.01883	0.01885	0.02839
chr12	120647026	120647036	-	6.48359	0.18519	0.17908	0.13016	0.19176	0.1742
chr12	120720170	120720180	+	10.14009	0.01888	0.01263	0.01504	0.02264	0.01814
chr12	121239201	121239211	-	6.305	0.06593	0.12643	0.0454	0.08252	0.0745
chr12	121374474	121374484	+	9.4498	0.0144	0.01512	0.01221	0.01284	0.01469
chr12	121500382	121500392	+	8.67722	0.05098	0.03643	0.03703	0.04826	0.03328
chr12	121574335	121574345	+	6.305	0.01942	0.02268	0.02184	0.04185	0.02737
chr12	122116151	122116161	-	6.08328	0.05658	0.03236	0.03417	0.02841	0.01943
chr12	122368833	122368843	+	8.85581	0.02719	0.02235	0.02907	0.05535	0.02843
chr12	122708703	122708713	-	8.54203	0.05316	0.03717	0.0602	0.05613	0.05613
chr12	123533912	123533922	-	7.76787	0.12392	0.08824	0.06654	0.10847	0.09624
chr12	123912423	123912433	-	7.76945	0.02892	0.03572	0.03693	0.04072	0.03172
chr12	124568937	124568947	-	7.07758	0.15057	0.15301	0.14186	0.13991	0.15306
chr12	124863701	124863711	-	6.99529	0.31799	0.35761	0.26265	0.3102	0.27645
chr12	127779869	127779879	+	7.68292	0.01507	0.00624	0.00594	0.01874	0.03009
chr12	130293494	130293504	-	8.85581	0.01303	0.00362	0.00664	0.00886	0.00919
chr12	131390798	131390808	+	6.48359	0.11033	0.00591	0.02417	0.03442	0.12302
chr12	132327703	132327713	+	7.76945	0.06133	0.04841	0.04109	0.02251	0.04458
chr13	19116878	19116888	+	7.76787	0.00996	0.00895	0.01481	0.00896	0.01164
chr13	19863628	19863638	-	9.6813	1.951	1.83385	2.00868	2.12757	2.13411
chr13	21034156	21034166	+	8.08324	0.09473	0.46319	0.06878	0.06423	0.15971
chr13	21298265	21298275	+	9.6813	0.40696	0.54231	0.43307	0.34364	0.39022
chr13	23304600	23304610	-	8.08166	0.00834	0.00588	0.00747	0.00972	0.00889
chr13	24627345	24627355	+	6.16981	0.02371	0.0244	0.05575	0.03502	0.05467
chr13	28100311	28100321	+	10.14009	0.05525	0.03078	0.0456	0.05544	0.03991
chr13	28693362	28693372	-	7.07758	0.0128	0.00809	0.01365	0.0164	0.01488
chr13	29369112	29369122	+	8.08324	0.03323	0.01722	0.02072	0.01759	0.0233
chr13	29455474	29455484	+	9.36751	0.02254	0.01446	0.02614	0.02095	0.02461
chr13	29581889	29581899	+	8.08324	0.01087	0.01767	0.00745	0.00633	0.01581
chr13	29901746	29901756	+	10.45388	0.01245	0.00783	0.01988	0.01222	0.02157
chr13	30824095	30824105	+	8.08324	0.01483	0.01392	0.03085	0.0132	0.03085
chr13	31110476	31110486	-	6.08328	0.01806	0.01189	0.01444	0.01505	0.02212
chr13	32309438	32309448	-	6.08328	0.01963	0.00831	0.01481	0.01076	0.02751
chr13	32587049	32587059	-	7.07758	0.17877	0.12339	0.12894	0.17009	0.16344
chr13	33195356	33195366	+	8.08324	0.03017	0.00901	0.02122	0.02502	0.03276
chr13	34207475	34207485	-	7.76787	0.01543	0.01498	0.02453	0.01733	0.0207
chr13	35715183	35715193	-	6.08328	0.01436	0.00905	0.0284	0.01963	0.02377
chr13	40446627	40446637	+	8.08166	0.01999	0.01127	0.01258	0.03063	0.01186
chr13	40465158	40465168	-	8.67722	0.02614	0.01702	0.01941	0.0195	0.04675
chr13	40798802	40798812	-	8.67722	0.09654	0.01906	0.06454	0.07756	0.0713
chr13	41644270	41644280	+	8.08166	0.01485	0.03647	0.01267	0.01338	0.03226
chr13	43253269	43253279	-	8.54203	0.03273	0.00607	0.00927	0.00989	0.01826
chr13	44779189	44779199	-	8.08166	0.03254	0.01041	0.02746	0.0249	0.01519
chr13	48317950	48317960	+	7.30908	0.01759	0.01337	0.01996	0.01624	0.02369
chr13	51911945	51911955	-	7.76945	0.03772	0.02345	0.04695	0.04575	0.03882
chr13	52599381	52599391	-	9.6813	0.03944	0.07089	0.02646	0.02792	0.0798
chr13	54555683	54555693	-	8.4555	0.01102	0.01034	0.01237	0.00942	0.01171
chr13	57629887	57629897	-	6.99529	0.02578	0.03029	0.02439	0.03624	0.03495
chr13	66181193	66181203	+	10.05356	0.00998	0.01234	0.01194	0.01263	0.01572
chr13	67734481	67734491	-	5.71102	0.00804	0.0076	0.00693	0.01034	0.00943
chr13	71866258	71866268	-	7.07758	0.07441	0.02128	0.05111	0.04135	0.03663
chr13	73574224	73574234	-	8.54203	0.01434	0.02004	0.01664	0.01556	0.02281
chr13	73715715	73715725	+	5.71102	0.03142	0.0502	0.06429	0.06343	0.07653
chr13	75393456	75393466	-	7.76945	0.01839	0.01068	0.02034	0.01726	0.02284
chr13	98236238	98236248	+	6.48359	0.02206	0.01686	0.01564	0.01679	0.02909
chr13	98742314	98742324	-	8.85581	0.02056	0.01469	0.02054	0.01437	0.02038
chr13	99926324	99926334	-	6.48359	0.019	0.04379	0.02332	0.01862	0.03678
chr13	100601239	100601249	-	7.76945	0.02313	0.00796	0.01239	0.0121	0.01353
chr13	105919358	105919368	-	6.08328	0.0215	0.019	0.02839	0.0231	0.02823
chr13	108778207	108778217	-	5.71102	0.01214	0.00562	0.00625	0.01158	0.02189
chr13	109172052	109172062	+	11.04786	0.00925	0.00833	0.00502	0.01057	0.01352
chr13	109667296	109667306	+	7.76945	0.01718	0.01706	0.01195	0.03331	0.03724
chr13	109787238	109787248	+	8.67564	0.15718	0.20418	0.09956	0.21274	0.21705
chr13	110874886	110874896	+	6.305	0.16175	0.20627	0.14888	0.15417	0.22644
chr13	111095444	111095454	+	7.76945	0.01386	0.05223	0.01102	0.01442	0.01293
chr13	112356351	112356361	-	9.4498	0.01245	0.0294	0.01315	0.01229	0.02333
chr13	112991730	112991740	+	6.16981	0.0913	0.04233	0.05377	0.05212	0.08852
chr13	113469032	113469042	+	8.54203	0.03081	0.08671	0.10478	0.03319	0.06467
chr13	113648179	113648189	-	6.16981	0.08997	0.08504	0.07625	0.06769	0.05289
chr13	113802297	113802307	+	7.07758	0.03098	0.02371	0.02707	0.02105	0.03824
chr13	113935780	113935790	+	5.71102	0.01275	0.01724	0.01215	0.01368	0.01948
chr13	114303405	114303415	-	6.16981	0.0163	0.00699	0.00875	0.01582	0.01909
chr14	18333419	18333429	-	9.4498	0	0	0	0	0
chr14	22320415	22320425	+	8.08166	0.0184	0.01164	0.01573	0.01849	0.01521
chr14	22546516	22546526	+	6.305	0.03831	0.02291	0.03874	0.02903	0.02159
chr14	22685532	22685542	-	7.76945	0.01358	0.01387	0.00611	0.00721	0.01354
chr14	23321300	23321310	-	9.28098	1.45621	1.42433	1.51183	1.64562	1.49132
chr14	24263264	24263274	+	8.4555	0.02566	0.05239	0.03573	0.03322	0.02201
chr14	31336702	31336712	+	8.67722	0.00746	0.03113	0.01178	0.01596	0.01234
chr14	39175206	39175216	-	10.14009	1.99129	1.87662	1.92628	2.13543	1.92527
chr14	44962776	44962786	-	8.54203	0.20825	0.15918	0.20319	0.21155	0.20259
chr14	45743286	45743296	+	6.99529	0.01986	0.00642	0.01698	0.01844	0.01247
chr14	45973955	45973965	+	9.28098	0.01267	0.00497	0.01094	0.0131	0.01588
chr14	49114799	49114809	-	6.08328	0.01188	0.00828	0.01239	0.01522	0.01068
chr14	50735103	50735113	-	7.68292	0.04928	0.10208	0.05474	0.04855	0.03686
chr14	54488858	54488868	+	5.71102	0.52345	0.61915	0.60887	0.59615	0.55191
chr14	56220808	56220818	+	7.68134	0.01629	0.00526	0.00926	0.01185	0.01812
chr14	56992456	56992466	+	6.48359	0.01005	0.01565	0.01187	0.01198	0.01636
chr14	58299610	58299620	-	9.36751	0.0997	0.08772	0.09911	0.09959	0.0831
chr14	59483697	59483707	-	7.90306	0.10162	0.08468	0.09764	0.08894	0.0848
chr14	61329792	61329802	-	8.08324	0.01732	0.01862	0.01864	0.0216	0.02054
chr14	61865072	61865082	+	7.68292	0.01604	0.00519	0.01077	0.01087	0.0133
chr14	63852964	63852974	-	8.67722	0.65262	0.45772	0.56737	0.59901	0.61562
chr14	64294082	64294092	-	8.08324	0.01721	0.0187	0.02734	0.03543	0.03131
chr14	64504880	64504890	-	8.54203	0.29655	0.23672	0.2753	0.2574	0.25414
chr14	64539620	64539630	+	8.85581	0.22567	0.24919	0.20257	0.24453	0.1986
chr14	65506644	65506654	-	8.08166	0.04349	0.0086	0.02575	0.03484	0.02562
chr14	68075829	68075839	+	6.16981	0.0139	0.01263	0.02652	0.01789	0.01733
chr14	68518384	68518394	+	9.4498	0.02536	0.02818	0.02172	0.02259	0.02794
chr14	68599084	68599094	-	7.76945	0.08538	0.10233	0.05473	0.05524	0.10402
chr14	69885868	69885878	-	7.90306	0.01111	0.00866	0.0116	0.01282	0.02025
chr14	69977172	69977182	-	8.08166	0.01473	0.02242	0.01866	0.01129	0.01466
chr14	72559575	72559585	+	9.36751	0.06035	0.03731	0.04466	0.01345	0.02718
chr14	73949939	73949949	-	6.16981	0.27829	0.2327	0.24209	0.26657	0.29699
chr14	74550031	74550041	+	6.16981	0.01803	0.02786	0.04959	0.01883	0.02649
chr14	81400110	81400120	+	6.305	0.16153	0.09491	0.1917	0.12856	0.14946
chr14	87993446	87993456	+	6.99529	0.14411	0.17154	0.13082	0.16637	0.12966
chr14	89893210	89893220	+	7.68292	0.01061	0.06458	0.01169	0.01195	0.01819
chr14	90061762	90061772	+	8.67722	0.18529	0.15109	0.16056	0.2131	0.1497
chr14	90256712	90256722	-	6.48359	0.14516	0.13663	0.13708	0.12459	0.12427
chr14	92323367	92323377	+	8.67564	0.02184	0.02409	0.02118	0.01895	0.02239
chr14	94922079	94922089	-	6.08328	0.01994	0.00861	0.01723	0.01507	0.02072
chr14	95331500	95331510	+	8.4555	0.04181	0.02215	0.03421	0.03803	0.03958
chr14	95464274	95464284	+	7.07758	0.02197	0.02672	0.02247	0.01724	0.02478
chr14	96039989	96039999	-	8.54203	0.05801	0.03337	0.04083	0.05593	0.07733
chr14	96179112	96179122	+	7.76945	0.02459	0.01901	0.03269	0.03657	0.02818
chr14	97818810	97818820	+	9.6813	0.00902	0.00821	0.00542	0.00687	0.01464
chr14	99158659	99158669	+	6.16981	0.01383	0.01179	0.00891	0.00848	0.01473
chr14	99245963	99245973	+	6.48359	0.01713	0.04978	0.02767	0.02328	0.0264
chr14	99667933	99667943	+	5.71102	0.02039	0.01917	0.03209	0.02447	0.01854
chr14	101072743	101072753	-	7.76945	0.09093	0.03292	0.09409	0.07422	0.11174
chr14	101761120	101761130	+	8.67564	0.82867	0.76667	0.94709	0.88006	0.71157
chr14	103164252	103164262	+	10.14009	0.01294	0.01192	0.01684	0.0105	0.02133
chr14	103372959	103372969	+	8.08324	0.01118	0.01302	0.01222	0.01042	0.01269
chr14	103729322	103729332	-	7.76787	0.1018	0.07252	0.09654	0.07785	0.10269
chr14	104131284	104131294	+	8.85581	0.02598	0.02912	0.03617	0.01919	0.03091
chr14	104131680	104131690	+	6.16981	0.01854	0.01628	0.02214	0.02119	0.02238
chr14	105061391	105061401	-	8.08324	0.03463	0.03119	0.06506	0.03606	0.03662
chr14	105171248	105171258	+	6.08328	0.03068	0.04232	0.04057	0.04418	0.03609
chr14	105314308	105314318	+	8.54203	0.13243	0.09355	0.11207	0.12123	0.10409
chr14	105673114	105673124	+	11.04786	0.04413	0.01631	0.06904	0.08982	0.02873
chr14	105897730	105897740	+	7.76787	0.01289	0.00688	0.01864	0.01382	0.01244
chr14	106335014	106335024	-	8.4555	0	0	0	0	0
chr15	20325957	20325967	+	9.36751	0	0	0	0	0
chr15	21261726	21261736	+	7.07758	0	0	0	0	0
chr15	22257160	22257170	-	6.48359	0	0	0	0	0
chr15	22419433	22419443	+	5.71102	0	0	0	0	0
chr15	25812082	25812092	+	7.76945	0.01568	0.01207	0.01493	0.01524	0.02441
chr15	26082083	26082093	-	6.48359	0.06925	0.05715	0.08998	0.07614	0.09914
chr15	30471588	30471598	+	8.67722	0	0	0	0	0
chr15	32615461	32615471	-	10.27528	0	0	0	0	0
chr15	33292979	33292989	+	8.54203	0.04359	0.04436	0.0307	0.0219	0.03756
chr15	33823077	33823087	+	8.08324	0.0082	0.02045	0.00641	0.00721	0.01072
chr15	34583790	34583800	+	7.07758	0.20084	0.24248	0.15809	0.1627	0.22425
chr15	35078778	35078788	-	7.68292	0.02682	0.03947	0.03332	0.03316	0.03422
chr15	35446335	35446345	-	8.85581	0.01165	0.00792	0.01263	0.01361	0.01808
chr15	39417801	39417811	-	5.71102	0.0122	0.0105	0.00835	0.00912	0.02798
chr15	40421815	40421825	-	10.27528	0.14715	0.09968	0.11332	0.11437	0.11516
chr15	40755390	40755400	+	9.36751	0.81285	0.69861	0.80204	0.91225	0.86547
chr15	40907288	40907298	+	6.305	0.07048	0.07668	0.10074	0.09176	0.07068
